Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Broken Spell_upgraded,No effect[;] twice,1,donothing(); donothing();,Finger Guns,NORMAL,,GREY,,,,,0,YES,NO,,,,,,,,,,,,,
Broken Spell_downgraded,Even less effect,1,,Finger Guns,NORMAL,,GREY,,,,,0,YES,NO,,,,,,,,,,,,,
Kleptolovania,Your stolen card becomes|easier to play,1,function lookup(st){var simpslots = [[ ~NORMAL~|~NORMAL~]|[ ~EVEN~|~NORMAL~]|[ ~ODD~|~NORMAL~]|[ ~MAX5~|~NORMAL~]|[ ~MAX4~|~MAX5~]|[ ~MAX3~|~MAX4~]|[ ~MAX2~|~MAX4~]|[ ~MIN2~|~NORMAL~]|[ ~MIN3~|~MIN2~]|[ ~MIN4~|~MIN3~]|[ ~MIN5~|~MIN3~]|[ ~REQUIRE1~|~MAX2~]|[ ~REQUIRE2~|~MAX2~]|[ ~REQUIRE3~|~MAX3~]|[ ~REQUIRE4~|~MIN4~]|[ ~REQUIRE5~|~MIN5~]|[ ~REQUIRE6~|~MIN5~]]; for(sl in simpslots){if(st == sl[0]){return(sl[1]);};}; return st;}; var s = self.stolencard; if(self.hasstolencard && s.ready){if(s.countdown > 0){s.remainingcountdown = s.remainingcountdown*2/3; }else if(s.needsdoubles){s.needsdoubles = false; s.changeslots([~NORMAL~|~NORMAL~]);}else if(s.needstotal > 0){s.needstotal = 0;}else{var news = []; for(sl in s.getslots()){news.push(lookup(sl)); }; s.changeslots(news); }; s.animate(~flashandshake~); sfx(~_magic~);};,Mass Polymorph,COUNTDOWN,3,BRIGHTCYAN,change_power,change_power,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Kleptolovania_upgraded,Your stolen card becomes|much easier to play,1,function lookup(st){var simpslots = [[ ~NORMAL~|~NORMAL~]|[ ~EVEN~|~NORMAL~]|[ ~ODD~|~NORMAL~]|[ ~MAX5~|~NORMAL~]|[ ~MAX4~|~NORMAL~]|[ ~MAX3~|~NORMAL~]|[ ~MAX2~|~MAX4~]|[ ~MIN2~|~NORMAL~]|[ ~MIN3~|~NORMAL~]|[ ~MIN4~|~NORMAL~]|[ ~MIN5~|~MIN2~]|[ ~REQUIRE1~|~MAX3~]|[ ~REQUIRE2~|~MAX3~]|[ ~REQUIRE3~|~MAX3~]|[ ~REQUIRE4~|~MIN4~]|[ ~REQUIRE5~|~MIN4~]|[ ~REQUIRE6~|~MIN4~]]; for(sl in simpslots){if(st == sl[0]){return(sl[1]);};}; return st;}; var s = self.stolencard; if(self.hasstolencard && s.ready){if(s.countdown > 0){s.remainingcountdown = s.remainingcountdown/2; }else if(s.needsdoubles){s.needsdoubles = false; s.changeslots([~NORMAL~]);}else if(s.needstotal > 0){s.needstotal = 0; s.changeslots([~NORMAL~|~NORMAL~]);}else{var news = []; for(sl in s.getslots()){news.push(lookup(sl)); }; s.changeslots(news); }; s.animate(~flashandshake~); sfx(~_magic~);};,Mass Polymorph,COUNTDOWN,3,BRIGHTCYAN,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Kleptolovania_downgraded,Your stolen card becomes|slightly easier to play,1,function lookup(st){var simpslots = [[ ~NORMAL~|~NORMAL~]|[ ~EVEN~|~MIN2~]|[ ~ODD~|~MAX5~]|[ ~MAX5~|~NORMAL~]|[ ~MAX4~|~MAX5~]|[ ~MAX3~|~MAX4~]|[ ~MAX2~|~MAX3~]|[ ~MIN2~|~NORMAL~]|[ ~MIN3~|~MIN2~]|[ ~MIN4~|~MIN3~]|[ ~MIN5~|~MIN4~]|[ ~REQUIRE1~|~MAX2~]|[ ~REQUIRE2~|~MAX2~]|[ ~REQUIRE3~|~MAX3~]|[ ~REQUIRE4~|~MIN4~]|[ ~REQUIRE5~|~MIN5~]|[ ~REQUIRE6~|~MIN5~]]; for(sl in simpslots){if(st == sl[0]){return(sl[1]);};}; return st;}; var s = self.stolencard; if(self.hasstolencard && s.ready){if(s.countdown > 0){s.remainingcountdown = s.remainingcountdown*3/4; }else if(s.needsdoubles){s.needsdoubles = false; s.changeslots([~NORMAL~|~NORMAL~]);}else if(s.needstotal > 0){if(s.needstotal > 7){s.needstotal-=1;}else if(s.needstotal < 7){s.needstotal += 1;};}else{var news = []; for(sl in s.getslots()){news.push(lookup(sl)); }; s.changeslots(news); }; s.animate(~flashandshake~); sfx(~_magic~);};,Mass Polymorph,COUNTDOWN,3,BRIGHTCYAN,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Time Travel,Use a copy of the last|equipment you used|(<var:lastequipmentused>[;] <var:lastequipmentuseddice>),1,var l = null; for(eq in self.equipmenthistory){if(eq.name != ~Time Travel~){l = eq;};}; var s = new elements.Equipment(l.name); s.usesleft= 0; self.equipment.push(s); trace(l.assigneddice); for(x in l.assigneddice){if(x!=null){var nd = new elements.Dice(); nd.basevalue = x.basevalue; self.dicepool.push(nd); s.assigndice(nd);}; }; s.x = 3840/2 - s.width/2; s.y = 2160/2-s.height/2; s.animate(~flashandshake~); s.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|s.assigneddice|0|false); sfx(~_recycle~);,Fury,EVEN,,GREY,change_power,change_power,,,0,YES,NO,excludefromrandomlists,,,,,,var l = null; for(eq in self.equipmenthistory){if(eq.name != ~Time Travel~){l = eq;};}; self.setvar(~lastequipmentused~|l.name); var s = ~(~; var dicelist = []; for(d in l.assigneddice){if(d!=null){dicelist.push(d.basevalue);};}; s+=dicelist.join(~ ~); s+=~)~; self.setvar(~lastequipmentuseddice~|s);,,,,,,
Time Travel_upgraded,Use a copy of the last|equipment you used|(<var:lastequipmentused>),1,var l = null; for(eq in self.equipmenthistory){if(eq.name != ~Time Travel~){l = eq;};}; var s = new elements.Equipment(l.name); self.equipment.push(s); trace(l.assigneddice); for(x in l.assigneddice){if(x!=null){var nd = new elements.Dice(); nd.basevalue = x.basevalue; self.dicepool.push(nd); s.assigndice(nd);}; }; s.x = 3840/2 - s.width/2; s.y = 2160/2-s.height/2; s.animate(~flashandshake~); s.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|s.assigneddice|0|false); sfx(~_recycle~);,Fury,NORMAL,,GREY,,,,,0,YES,NO,excludefromrandomlists,,,,,,var l = null; for(eq in self.equipmenthistory){if(eq.name != ~Time Travel~){l = eq;};}; self.setvar(~lastequipmentused~|l.name);,,,,,,
Time Travel_downgraded,Use a copy of the last|equipment you used|(<var:lastequipmentused>),1,var l = null; for(eq in self.equipmenthistory){if(eq.name != ~Time Travel~){l = eq;};}; var s = new elements.Equipment(l.name); self.equipment.push(s); trace(l.assigneddice); for(x in l.assigneddice){if(x!=null){var nd = new elements.Dice(); nd.basevalue = x.basevalue; self.dicepool.push(nd); s.assigndice(nd);}; }; s.x = 3840/2 - s.width/2; s.y = 2160/2-s.height/2; s.animate(~flashandshake~); s.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|s.assigneddice|0|false); sfx(~_recycle~);,Fury,EVEN|EVEN,,GREY,,,,,0,YES,NO,excludefromrandomlists,,,,,,var l = null; for(eq in self.equipmenthistory){if(eq.name != ~Time Travel~){l = eq;};}; self.setvar(~lastequipmentused~|l.name);,,,,,,
Bolt Blaster,Fire [star]2 [yellow]Power Bolts[]|(Each deal [sword]2 damage),1,if(simulation){attack(2); attack(2);}else{};,Double Tap,EVEN,,YELLOW,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.displayname = ~Power Bolt~ spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + e.width|e.y|0.1); makespike(e.x-400|e.y|0.1);};,,,
Bolt Blaster_upgraded,Fire [star]3 [yellow]Power Bolts[]|(Each deal [sword]2 damage),1,if(simulation){attack(2); attack(2); attack(2);}else{};,Double Tap,EVEN,,YELLOW,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~Power Bolt~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + e.width|e.y|0.1); makespike(e.x-400|e.y|0.1); makespike(e.x + e.width/2 - 200|e.y + (self.isplayer ? 200 : -200)|0.2);};,,,
Bolt Blaster_downgraded,Fire [star]2 [yellow]Power Bolts[]|(Each deal [sword]2 damage),1,if(simulation){attack(2); attack(2);}else{};,Double Tap,REQUIRE2,,YELLOW,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~Power Bolt~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + e.width|e.y|0.1); makespike(e.x-400|e.y|0.1);};,,,
Big Crunch,Deal [sword]5 damage|Fire a [yellow]Power Bolt[],1,if(simulation){attack(5); attack(2);}else{attack(5); sfxdamage(target|5);};,Double Tap,COUNTDOWN,10,YELLOW,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.displayname = ~Power Bolt~ spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x+(e.width/2)-200|e.y|0.1);};,,,
Big Crunch_upgraded,Deal [sword]5 damage|Fire [star]2 [yellow]Power Bolts[],1,if(simulation){attack(5); attack(2); attack(2);}else{attack(5); sfxdamage(target|5);};,Double Tap,COUNTDOWN,10,YELLOW,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + e.width|e.y|0.1); makespike(e.x-400|e.y|0.1); makespike(e.x + e.width/2 - 200|e.y + (self.isplayer ? 200 : -200)|0.2);};,,,
Big Crunch_downgraded,Deal [sword]3 damage|Fire a [yellow]Power Bolt[],1,if(simulation){attack(3); attack(2);}else{attack(3); sfxdamage(target|5);};,Double Tap,COUNTDOWN,10,YELLOW,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.displayname = ~Power Bolt~ spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x+(e.width/2)-200|e.y|0.1);};,,,
Power Pulse,Drain [heart]1 health per [yellow]Power[]|[yellow]Bolt[] fired this turn,1,sfx(~_fury~); if(simulation){bonus(getstatusself(~mf_poweredup~) * 1000);};,Life Leech,ODD,,PURPLE,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~Draining Bolt~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; var delay = 0.1; var s = getstatusself(~mf_poweredup~); while(s > 0){makespike(rand([2|3|4|5|6|7])*3800/8|(self.isplayer ? -600 : 2160)|delay); delay+=0.1; s-=1;}; };,,,
Power Pulse_upgraded,Drain [heart]1 health per [yellow]Power[]|[yellow]Bolt[] fired this turn,1,sfx(~_fury~); if(simulation){bonus(getstatusself(~mf_poweredup~) * 1000);};,Life Leech,NORMAL,,PURPLE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~Draining Bolt~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; var delay = 0.1; var s = getstatusself(~mf_poweredup~); while(s > 0){makespike(rand([2|3|4|5|6|7])*3800/8|(self.isplayer ? -600 : 2160)|delay); delay+=0.1; s-=1;}; };,,,
Power Pulse_downgraded,Drain [heart]1 health per [yellow]Power[]|[yellow]Bolt[] fired this turn,1,sfx(~_fury~); if(simulation){bonus(getstatusself(~mf_poweredup~) * 1000);};,Life Leech,REQUIRE1,,PURPLE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~Draining Bolt~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; var delay = 0.1; var s = getstatusself(~mf_poweredup~); while(s > 0){makespike(rand([2|3|4|5|6|7])*3800/8|(self.isplayer ? -600 : 2160)|delay); delay+=0.1; s-=1;}; };,,,
Star Smash,Dice Boltification|Convert dice on this card|to [yellow]Power Bolts[][;] fire them,2,,Double Tap,,,YELLOW,change_power,change_power,,,0,YES,NO,excludefromrandomlists,,,,,,,,,var yeet  = []; for (mydice in self.dicepool){if(mydice.available() && mydice.x+20 >= e.x && mydice.y+20 >= e.y && mydice.x - 20 <= e.x + e.width && mydice.y - 20 <= e.y + e.height) {yeet.push(mydice);}}; if(yeet.length > 0){var delay = 0; for(mydice in yeet){var star = new elements.Equipment(~Power Bolt~); star.temporary_thisturnonly  = true; self.equipment.push(star); star.show=true; star.width = 400; star.x = mydice.x; star.y = mydice.y; star.height=400; star.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); mydice.animate(~disappear~|delay); delay+=0.1; }};,,,
Star Smash_upgraded,Dice Boltification|Convert dice here to [yellow]Power[]|[yellowBolts[][;] fire them +1 more,2,,Double Tap,,,YELLOW,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,var yeet  = [new elements.Dice((e.x+(e.width)/2)|(e.y+(e.height)/2))]; for (mydice in self.dicepool){if(mydice.available() && mydice.x >= e.x && mydice.y >= e.y && mydice.x - 40 <= e.x + e.width && mydice.y - 40 <= e.y + e.height) {yeet.push(mydice);}}; if(yeet.length > 0){var delay = 0; for(mydice in yeet){var star = new elements.Equipment(~Power Bolt~); star.temporary_thisturnonly  = true; self.equipment.push(star); star.show=true; star.width = 400; star.x = mydice.x; star.y = mydice.y; star.height=400; star.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); mydice.animate(~disappear~|delay); delay+=0.1; }};,,,
Star Smash_downgraded,Dice Boltification|Convert a dice on this card|to a [yellow]Power Bolt[][;] fire it,2,,Double Tap,,,YELLOW,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,var yeet  = []; for (mydice in self.dicepool){if(mydice.available() && mydice.x >= e.x && mydice.y >= e.y && mydice.x - 40 <= e.x + e.width && mydice.y - 40 <= e.y + e.height) {yeet.push(mydice);}}; if(yeet.length > 0){var delay = 0; var star = new elements.Equipment(~Power Bolt~); star.temporary_thisturnonly  = true; self.equipment.push(star); star.show=true; star.width = 400; star.x = yeet[0].x; star.y = yeet[0].y; star.height=400; star.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); yeet[0].animate(~disappear~|delay); delay+=0.1; },,,
MF Blank Equipment,[400%][confuse]|,2,,Finger Guns,,,GRAY,,,,,0,NO,NO,excludefromrandomlists|cannotreuse,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
MF Blank Equipment_upgraded,[400%][confuse]|,2,,Finger Guns,,,GRAY,,,,,0,NO,NO,excludefromrandomlists|cannotreuse,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
MF Blank Equipment_downgraded,[400%][confuse]|,2,,Finger Guns,,,GRAY,,,,,0,NO,NO,excludefromrandomlists|cannotreuse,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Draining Bolt,[400%][heart]|,2,drain(1); sfx(~_drain~);,Life Leech,,,RED,,,,,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,,,,,,,,
Skeleglare,Lock [lock]1 dice,2,inflict(LOCK); sfx(~_lock~);,Padlock,DOUBLES|DOUBLES,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Skeleglare_upgraded,Lock [lock]1 dice[;] and|another in [jinx]2 turns,2,inflict(LOCK); sfx(~_lock~|~~|0.4); jinx(~Skeleglare+~[;]~receive [lock]%VAR% lock~[;]~Receive [lock]%VAR% lock~[;]~inflict(LOCK[;]%VAR%); sfx(\~_lock\~);~[;]target[;]self[;]2[;]1); sfx(~_thinghappens~);,Padlock,DOUBLES|DOUBLES,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Skeleglare_downgraded,Lock [lock]1 dice,2,inflict(LOCK); sfx(~_lock~);,Padlock,REQUIRE2|REQUIRE2,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Ubersword,Deal [sword]<d6> damage[;] on 6|gain [star]3 limit charge,2,attack(d); sfxdamage(target|d); if(d==6){self.limitvalue+=3; if(self.limitvalue > self.limitmax){self.limitvalue = self.limitmax;}; sfx(~_mana~);},Unlimited Limit,NORMAL,,YELLOW,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(d==6){self.limitvalue+=3; if(self.limitvalue > self.limitmax){self.limitvalue = self.limitmax;}; sfx(~_mana~);}
Ubersword_upgraded,Deal [sword]<d6> damage[;] on|even gain [star]3 limit charge,2,attack(d); sfxdamage(target|d); if(d%2 == 0){self.limitvalue+=3; if(self.limitvalue > self.limitmax){self.limitvalue = self.limitmax;}; sfx(~_mana~);},Unlimited Limit,NORMAL,,YELLOW,,,,,0,NO,NO,,,,,,,,,,,,,if(d%2 == 0){self.limitvalue+=3; if(self.limitvalue > self.limitmax){self.limitvalue = self.limitmax;}; sfx(~_mana~);}
Ubersword_downgraded,Deal [sword]<d6> damage[;] on 6|gain [star]3 limit charge,2,attack(d); sfxdamage(target|d); if(d==6){self.limitvalue+=3; if(self.limitvalue > self.limitmax){self.limitvalue = self.limitmax;}; sfx(~_mana~);},Unlimited Limit,EVEN,,YELLOW,,,,,0,NO,NO,,,,,,,,,,,,,if(d==6){self.limitvalue+=3; if(self.limitvalue > self.limitmax){self.limitvalue = self.limitmax;}; sfx(~_mana~);}
Morale Booster,Heal [heal]<d6> health[;] double|if your limit break is full,1,if(self.limitvalue >= self.limitmax){attackself(-d*2); sfx(~_cure~);}else{attackself(-d); sfx(~_heal~);};,Unlimited Limit,MAX2,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Morale Booster_upgraded,Heal [heal]<d6> health[;] double|if your limit break is full,1,if(self.limitvalue >= self.limitmax){attackself(-d*2); sfx(~_cure~);}else{attackself(-d); sfx(~_heal~);};,Unlimited Limit,MAX3,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Morale Booster_downgraded,Heal [heal]<d6> health[;] double|if your limit break is full,1,if(self.limitvalue >= self.limitmax){attackself(-d*2); sfx(~_cure~);}else{attackself(-d); sfx(~_heal~);};,Unlimited Limit,REQUIRE2,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Two Hookshots,Next 2 equipment you use|have +1 use this turn,1,inflictself(REEQUIPNEXT|2); sfx(~_recycle~);,Efficiency,REQUIRE2|REQUIRE2,,GREEN,change_power,change_power,reequipnext,,0,YES,NO,,,,,,,,,,,,,
Two Hookshots_upgraded,Next 2 equipment you use|have +1 use this turn,1,inflictself(REEQUIPNEXT|2); sfx(~_recycle~);,Efficiency,EVEN|EVEN,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Two Hookshots_downgraded,Next equipment you use|has +1 use this turn,1,inflictself(REEQUIPNEXT); sfx(~_recycle~);,Efficiency,REQUIRE2|REQUIRE2,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Two Hookshots?,Return next two dice you|use[;] and return these dice,1,inflictself(REEQUIPNEXT|2); sfx(~_recycle~); var r = []; for(ad in actualdice){r.push(ad.basevalue);}; givedice(r);,Efficiency,REQUIRE2|REQUIRE2,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Two Hookshots?_upgraded,Return next two dice you|use[;] and return these dice,1,inflictself(REEQUIPNEXT|2); sfx(~_recycle~); var r = []; for(ad in actualdice){r.push(ad.basevalue);}; givedice(r);,Efficiency,EVEN|EVEN,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Two Hookshots?_downgraded,Return the next two|dice you use,1,inflictself(REEQUIPNEXT|2); sfx(~_recycle~);,Efficiency,REQUIRE2|REQUIRE2,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Holy Heal Grenade,Heal everyone for [heal]<triple>|health in [jinx]3 turns,1,jinx(~Holy Healing~[;]~recover [heal]%VAR% health for both~[;]~Recover [heal]%VAR% health for both~[;]~attack(-%VAR%); sfx(\~_cure\~); attackself(-%VAR%);~[;]self[;]self[;]3[;]d*3); sfx(~_thinghappens~);,Regenerate,MAX3,,YELLOW,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Holy Heal Grenade_upgraded,Heal everyone for [heal]<triple>|health in [jinx]3 turns,1,jinx(~Holy Healing~[;]~recover [heal]%VAR% health for both~[;]~Recover [heal]%VAR% health for both~[;]~attack(-%VAR%); sfx(\~_cure\~); attackself(-%VAR%);~[;]self[;]self[;]3[;]d*3); sfx(~_thinghappens~);,Regenerate,MAX3,,YELLOW,,,,,0,YES,NO,,,,,,,,,,,,,
Holy Heal Grenade_downgraded,Heal everyone for [heal]<triple>|health in [jinx]3 turns,1,jinx(~Holy Healing~[;]~recover [heal]%VAR% health for both~[;]~Recover [heal]%VAR% health for both~[;]~attack(-%VAR%); sfx(\~_cure\~); attackself(-%VAR%);~[;]self[;]self[;]3[;]d*3); sfx(~_thinghappens~);,Regenerate,REQUIRE3,,YELLOW,,,,,0,YES,NO,,,,,,,,,,,,,
Sustained Loud Yelling,Inflict [weaken]1 weaken each|turn for the rest of battle,2,inflict(~mf_weakeneachturn~); for(x in 0...3){sfx(~_weaken~|~~|x/5);};,Dial Up Sounds,REQUIRE5|REQUIRE5,,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Sustained Loud Yelling_upgraded,Inflict [weaken]1 weaken each|turn for the rest of battle,2,inflict(~mf_weakeneachturn~); for(x in 0...3){sfx(~_weaken~|~~|x/5);};,Dial Up Sounds,MIN5|MIN5,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Sustained Loud Yelling_downgraded,Inflict [weaken]1 weaken each|turn for the rest of battle,2,inflict(~mf_weakeneachturn~); for(x in 0...3){sfx(~_weaken~|~~|x/5);};,Dial Up Sounds,REQUIRE5|REQUIRE5|REQUIRE5|REQUIRE5,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Shield of Light,Damage taken next turn heals|you for [heal]1 hp each turn per|damage dealt (max: 5 turns),2,inflictself(~shieldoflight~|1); sfx(~_survive~);,Lightshield,DOUBLES|DOUBLES,,YELLOW,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Shield of Light_upgraded,Damage taken next turn heals|you for [heal]1 hp each turn per|damage dealt (max: 5 turns),2,inflictself(~shieldoflight~|1); sfx(~_survive~);,Lightshield,NORMAL|NORMAL,,YELLOW,,,,,0,YES,NO,,,,,,,,,,,,,
Shield of Light_downgraded,Damage taken next turn heals|you for [heal]1 hp each turn per|damage dealt (max: 5 turns),2,inflictself(~shieldoflight~|1); sfx(~_survive~);,Lightshield,REQUIRE4|REQUIRE4,,YELLOW,,,,,0,YES,NO,,,,,,,,,,,,,
Bumpster Sword,[sword]<d6>[;] get new dice (value +1)|Immune to errors,2,attack(d); givedice(d+1); sfxdamage(target|d);,Megabump,ODD,,GRAY,change_power,change_power,,,0,NO,NO,robotonly|errorimmune,,,,,,,,,,,,givedice(d+1);
Bumpster Sword_upgraded,[sword]<d6>[;] get new dice (value +1)|Immune to errors,2,attack(d); givedice(d+1); sfxdamage(target|d);,Megabump,MAX5,,GRAY,,,,,0,NO,NO,robotonly|errorimmune,,,,,,,,,,,,givedice(d+1);
Bumpster Sword_downgraded,[sword]<d6>[;] get new dice (value +1)|Immune to errors,2,attack(d); givedice(d+1); sfxdamage(target|d);,Megabump,REQUIRE3,,GRAY,,,,,0,NO,NO,robotonly|errorimmune,,,,,,,,,,,,givedice(d+1);
Ultimuplicate,Duplicate dice[;] duplicate|2 dice on jackpot,1,if(simulation){bonus(1000);}else{var ret = []; for(ad in actualdice){ret.push(ad.basevalue); ret.push(ad.basevalue);}; givedice(ret);};,Clone Device,MAX4,,YELLOW,change_power,change_power,,,0,YES,NO,robotonly,,,,,,if(self.roll_jackpot > 0){var s = e.getslots(); e.changeslots([s[0]|s[0]]); if(s.length == 1){e.animate(~flashandshake~);};};,,e.resetslots();,,,,
Ultimuplicate_upgraded,Duplicate dice[;] duplicate|2 dice on jackpot,1,if(simulation){bonus(1000);}else{var ret = []; for(ad in actualdice){ret.push(ad.basevalue); ret.push(ad.basevalue);}; givedice(ret);};,Clone Device,MAX5,,YELLOW,,,,,0,YES,NO,robotonly,,,,,,if(self.roll_jackpot > 0){var s = e.getslots(); e.changeslots([s[0]|s[0]]); if(s.length == 1){e.animate(~flashandshake~);};};,,e.resetslots();,,,,
Ultimuplicate_downgraded,Duplicate dice,1,if(simulation){bonus(1000);}else{var ret = []; for(ad in actualdice){ret.push(ad.basevalue); ret.push(ad.basevalue);}; givedice(ret);};,Clone Device,MAX4,,YELLOW,,,,,0,YES,NO,robotonly,,,,,,,,,,,,
Kablammo,[sword]<d6>. Snap 3 at once to take|an extra turn[;] immediately,1,attack(d); sfxdamage(target|d);,Time Stop,MAX4,,YELLOW,change_power,change_power,,,0,NO,NO,jesteronly,,,,,,,,,,if(snap==3){ sfx(~_fury~); self.endturnnow(); inflictself(EXTRATURN);};,,
Kablammo_upgraded,[sword]<d6>. Snap 3 at once to|take an extra turn[;] immediately,1,attack(d); sfxdamage(target|d);,Time Stop,MAX5,,YELLOW,,,,,0,NO,NO,jesteronly,,,,,,,,,,if(snap==3){ sfx(~_fury~); self.endturnnow(); inflictself(EXTRATURN);};,,
